"H1"||"H"||1||0|||46|||46||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|90|92.5|95||5.5|||0.2|||0.3|||0.6|||1.7|||2.7|||47||||||||35|47.5|60||||5|7.5|10||||0.5|0.8|1.1|||||0.99|||0.42|1|1.4|0.16|0.19|0.22|||||31.5|||23.5|||64||6|7.5|8.9|38|50|61|14|21|27|13|22|31|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|20|28.8|37.5|15|21.6|28.1|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22426911"|"66295903"
"H2"||"H"||2||46|||203|||157||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|85|92.5|95||5.5|||0.2|||0.3|||0.6|||1.7|||2.7|||47||||||||35|47.5|60||||1|2|3||||0.5|0.8|1.1|||||0.99|||0.42|1|1.4|0.16|0.19|0.22|||||29.6|||20.2|||66||6|7.5|8.9|38|50|61|14|21|27|12|22|31|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|11|16.5|21.8|8.2|12.4|16.3|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22426911"|"66295902"
"H2"||"H"||2||36|||178|||142||0|0|0|0|0|0|100|100|100|100|100|100|60|78|95|30|48|75||67.5|||0.3|||4.7|||15|||29.3|||18.2|||21||||||||8|11.5|15||||0|0|0||||1.3|1.4|1.5|||||1.46|||4|9|14|0.08|0.12|0.15|||||17|||7.2|||45||0|1.5|2.9|14|17|20|1|3|4|0|0|0|".32"|".32"|0|0|0|0|0|0|0|0|0|4|4|8|2|3|3.8|1.5|2.2|2.8|1|2.4|4.4|6.1|7.3|8.4|||||||||||||||||||||||||||||||||"22426910"|"66295901"
"H1"||"H"||1||0|||36|||36||0|0|0|0|0|0|100|100|100|100|100|100|60|90|100|30|58|90||62.7|||0|||0.1|||2.2|||24.2|||36.2|||23.3||||||||8|14|20||||4|6|8||||1.2|1.3|1.4|||||1.36|||4|9|14|0.08|0.12|0.15|||||24|||15.7|||46||0|1.5|2.9|14|20|25|1|4|7|0|0|4|".37"|".37"|0|0|0|0|0|0|0|0|0|4|4|8|11|17|23|8.3|12.8|17.3|1|2.4|4.4|6.1|7.3|8.4|||||||||||||||||||||||||||||||||"22426910"|"66295900"
"H1"||"H"||1||0|||86|||86||0|0|0|0|0|0|100|100|100|100|100|100|70|95|100|40|80|95||30.9|||2.6|||3.6|||5.1|||9.7|||9.9|||56.6||||||||7|12.5|35||||3|5|8||||1.3|1.4|1.55|||||1.46|||14|28|42|0.2|0.23|0.26|||||28.8|||13.6|||43||0|1.5|2.9|13|18|38|0|3|14|0|0|14|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|8.5|10.1|26.8|6.4|7.5|20.1|1|2.4|4.4|4.5|5|5.5|||||||||||||||||||||||||||||||||"22426909"|"66295898"
"H2"||"H"||2||86|||152|||66||0|0|0|0|0|0|100|100|100|100|100|100|50|78|90|5|48|55||52|||4.3|||4.8|||11.1|||18.6|||13.2|||35.5||||||||0|12.5|30||||0|0|0||||1.45|1.55|1.65|||||1.62|||42|92|141|0.06|0.09|0.12|||||18.4|||8.7|||39||0|1.5|2.9|7|18|34|0|3|12|0|0|4|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|0|3.2|7.5|0|2.4|5.6|1|2.4|4.4|4.5|5|5.5|||||||||||||||||||||||||||||||||"22426909"|"66295899"
"H2"||"H"||2||18|||165|||147||0|0|0|0|0|0|100|100|100|98|100|100|83|95|100|44|75|95||31.1|||2.7|||3.2|||6|||10.6|||8.6|||30.9||||||||30|38|50||||0|0.5|1||||1.3|1.4|1.5|||||1.6|||0.01|2|4|0.14|0.16|0.18|||||34.6|||22.9|||45||3|4.5|5.9|34|41|52|12|16|22|2|11|25|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|7.5|10.6|14.8|5.6|8|11.1|1|2.4|4.4|3.6|4.8|6|||||||||||||||||||||||||||||||||"22426908"|"66295897"
"H1"||"H"||1||0|||18|||18||0|0|0|0|0|0|97.5|100|100|95|100|100|70|95|100|40|80|90||30.1|||2.5|||3.5|||5|||9.4|||9.7|||54.9||||||||10|15|20||||1|3|6||||1.2|1.3|1.4|||||1.36|||4|9|14|0.11|0.14|0.16|||||27.1|||11.5|||47||0|1.5|2.9|16|20|25|2|4|7|0|0|4|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|4.8|10.5|18.5|3.6|7.9|13.9|1|2.4|4.4|3.6|4.8|6|||||||||||||||||||||||||||||||||"22426908"|"66295896"
"H1"||"H"||1||0|||152|||152||0|0|0|0|0|0|80|95|100|77.5|90|100|39|54|80|4|9|35||98.5|||0.7|||13.5|||38.2|||38.8|||7.3|||1.5||||||||0|0|2||||0|0|0.1||||1.35|1.6|1.85|||||1.6|||141|141|141|0.03|0.04|0.05|||||||||||35||0|0|2.9|7|7|9|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0.1|0|0|0.1|1|2.4|4.4|5.1|6.5|7.8|||||||||||||||||||||||||||||||||"22426907"|"66295895"
"Oa"||"O"||||0|||15|||15|||0|0|0|0|0||||||||||||||||||||||||||||||||||||||||||||||20|40|60||||0.15|0.28|0.4||||||||4|23|42|0.02|0.04|0.06|||||||||||||0|0|0|7|7|7|0|0|0|0|0|0|||0|0|0|0|0|0|40|50|55|8|8|32|45|90|135|33.4|67.5|101.3|1|2.4|4.4|6.1|7.3|8.4|||||||||||||||||||||||||||||||||"22426906"|"66295894"
"H2"||"H"||2||15|||203|||188||0|0|0|0|0|0|100|100|100|98|100|100|83|97.5|100|44|90|95||5.5|||0.2|||0.3|||0.6|||1.7|||2.7|||47||||||||35|47.5|60||||5|9|16||||1.3|1.45|1.6|||||1.8|||0.01|0.2|0.42|0.02|0.04|0.06|||||37.7|||36.6|||39||6|7.5|8.9|38|50|61|14|21|27|2|22|31|".28"|".28"|0|0|0|0|0|0|45|50|55|8|8|32|20|32.2|51|15|24.1|38.3|1|2.4|4.4|6.1|7.3|8.4|||||||||||||||||||||||||||||||||"22426906"|"66295893"
"H2"||"H"||2||36|||178|||142||0|0|0|0|0|0|100|100|100|100|100|100|60|78|95|30|48|75||67.5|||0.3|||4.7|||15|||29.3|||18.2|||21||||||||8|11.5|15||||0|0|0||||1.3|1.4|1.5|||||1.46|||4|9|14|0.08|0.12|0.15|||||17|||7.2|||45||0|1.5|2.9|14|17|20|1|3|4|0|0|0|".32"|".32"|0|0|0|0|0|0|0|0|0|4|4|8|2|3|3.8|1.5|2.2|2.8|1|2.4|4.4|6.1|7.3|8.4|||||||||||||||||||||||||||||||||"22426905"|"66295891"
"H1"||"H"||1||0|||36|||36||0|0|0|0|0|0|100|100|100|100|100|100|60|90|100|30|58|90||62.7|||0|||0.1|||2.2|||24.2|||36.2|||23.3||||||||8|14|20||||4|6|8||||1.2|1.3|1.4|||||1.36|||4|9|14|0.08|0.12|0.15|||||24|||15.7|||46||0|1.5|2.9|14|20|25|1|4|7|0|0|4|".37"|".37"|0|0|0|0|0|0|0|0|0|4|4|8|11|17|23|8.3|12.8|17.3|1|2.4|4.4|6.1|7.3|8.4|||||||||||||||||||||||||||||||||"22426905"|"66295892"
"H2"||"H"||2||18|||165|||147||0|0|0|0|0|0|100|100|100|98|100|100|83|95|100|44|75|95||31.1|||2.7|||3.2|||6|||10.6|||8.6|||30.9||||||||30|38|50||||0|0.5|1||||1.3|1.4|1.5|||||1.6|||0.01|2|4|0.14|0.16|0.18|||||34.6|||22.9|||45||3|4.5|5.9|34|41|52|12|16|22|2|11|25|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|7.5|10.6|14.8|5.6|8|11.1|1|2.4|4.4|3.6|4.8|6|||||||||||||||||||||||||||||||||"22426875"|"66295817"
"H1"||"H"||1||0|||18|||18||0|0|0|0|0|0|97.5|100|100|95|100|100|70|95|100|40|80|90||30.1|||2.5|||3.5|||5|||9.4|||9.7|||54.9||||||||10|15|20||||1|3|6||||1.2|1.3|1.4|||||1.36|||4|9|14|0.11|0.14|0.16|||||27.1|||11.5|||47||0|1.5|2.9|16|20|25|2|4|7|0|0|4|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|4.8|10.5|18.5|3.6|7.9|13.9|1|2.4|4.4|3.6|4.8|6|||||||||||||||||||||||||||||||||"22426875"|"66295816"
"H1"||"H"||1||0|||28|||28||0|0|0|0|0|0|100|100|100|100|100|100|60|78|85|30|48|55||68.8|||0.1|||3.2|||15.6|||33|||16.9|||16.2||||||||10|15|20||||0.5|2|3||||1.3|1.45|1.6|||||1.52|||14|28|42|0.1|0.13|0.15|||||21.7|||12.5|||42||0|1.5|2.9|16|20|25|2|4|7|0|0|1|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|3.6|8.2|11.8|2.7|6.2|8.8|1|2.4|4.4|3.6|4.8|6|||||||||||||||||||||||||||||||||"22426874"|"66295813"
"H2"||"H"||2||28|||130|||102||0|0|0|0|0|0|100|100|100|100|100|100|60|85|100|30|45|80||55.8|||1.3|||8.2|||14.8|||20.2|||11.3|||17.7||||||||18|26.5|35||||0|0|0||||1.3|1.4|1.5|||||1.46|||4|9|14|0.11|0.15|0.18|||||24|||15.6|||45||0|1.5|2.9|23|31|38|6|10|14|0|1|11|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|4.5|6.8|8.8|3.4|5.1|6.6|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22426874"|"66295814"
