36|"510786"|"120830"|"30449049"
139|"510787"|"120830"|"30449095"
|"510788"|"120830"|"30449141"
175|"510789"|"120830"|"30449172"
182|"510791"|"120830"|"30449234"
182|"510792"|"120830"|"30449280"
36|"510794"|"120830"|"30449363"
|"510795"|"120830"|"30449409"
139|"510796"|"120830"|"30449455"
182|"510797"|"120830"|"30449501"
849|"510786"|"120831"|"30449050"
1628|"510797"|"120827"|"30449498"
245|"510796"|"120827"|"30449452"
22|"510795"|"120827"|"30449406"
1079|"510794"|"120827"|"30449360"
|"510793"|"120827"|"30449318"
1628|"510792"|"120827"|"30449277"
1628|"510791"|"120827"|"30449231"
1346|"510789"|"120827"|"30449169"
22|"510788"|"120827"|"30449138"
245|"510787"|"120827"|"30449092"
5489|"510797"|"120826"|"30449497"
5621|"510796"|"120826"|"30449451"
|"510795"|"120826"|"30449405"
120|"510794"|"120826"|"30449359"
5489|"510792"|"120826"|"30449276"
5489|"510791"|"120826"|"30449230"
5741|"510790"|"120826"|"30449191"
|"510788"|"120826"|"30449137"
5621|"510787"|"120826"|"30449091"
496|"510797"|"120825"|"30449496"
40|"510796"|"120825"|"30449450"
|"510795"|"120825"|"30449404"
410|"510794"|"120825"|"30449358"
|"510793"|"120825"|"30449317"
496|"510792"|"120825"|"30449275"
496|"510791"|"120825"|"30449229"
450|"510790"|"120825"|"30449190"
|"510788"|"120825"|"30449136"
3548|"510797"|"120824"|"30449495"
510|"510796"|"120824"|"30449449"
43|"510795"|"120824"|"30449403"
3043|"510794"|"120824"|"30449357"
|"510793"|"120824"|"30449316"
3548|"510792"|"120824"|"30449274"
3548|"510791"|"120824"|"30449228"
3596|"510789"|"120824"|"30449168"
43|"510788"|"120824"|"30449135"
343|"510797"|"120823"|"30449494"
|"510796"|"120823"|"30449448"
|"510795"|"120823"|"30449402"
358|"510794"|"120823"|"30449356"
|"510793"|"120823"|"30449315"
343|"510792"|"120823"|"30449273"
343|"510791"|"120823"|"30449227"
358|"510790"|"120823"|"30449189"
|"510788"|"120823"|"30449134"
936|"510797"|"120822"|"30449493"
772|"510796"|"120822"|"30449447"
|"510795"|"120822"|"30449401"
4|"510794"|"120822"|"30449355"
|"510793"|"120822"|"30449314"
936|"510792"|"120822"|"30449272"
936|"510791"|"120822"|"30449226"
776|"510790"|"120822"|"30449188"
|"510788"|"120822"|"30449133"
13720|"510797"|"120821"|"30449511"
4931|"510796"|"120821"|"30449465"
1379|"510795"|"120821"|"30449419"
4753|"510794"|"120821"|"30449373"
|"510793"|"120821"|"30449327"
13720|"510792"|"120821"|"30449290"
13720|"510791"|"120821"|"30449244"
11063|"510789"|"120821"|"30449176"
1379|"510788"|"120821"|"30449151"
2892|"510797"|"120820"|"30449492"
1427|"510796"|"120820"|"30449446"
2|"510795"|"120820"|"30449400"
1510|"510794"|"120820"|"30449354"
|"510793"|"120820"|"30449313"
2892|"510792"|"120820"|"30449271"
2892|"510791"|"120820"|"30449225"
2939|"510789"|"120820"|"30449167"
2|"510788"|"120820"|"30449132"
1167|"510797"|"120819"|"30449491"
612|"510796"|"120819"|"30449445"
|"510795"|"120819"|"30449399"
606|"510794"|"120819"|"30449353"
|"510793"|"120819"|"30449312"
1167|"510792"|"120819"|"30449270"
1167|"510791"|"120819"|"30449224"
1218|"510790"|"120819"|"30449187"
|"510788"|"120819"|"30449131"
4603|"510797"|"120818"|"30449490"
529|"510796"|"120818"|"30449444"
|"510795"|"120818"|"30449398"
4243|"510794"|"120818"|"30449352"
|"510793"|"120818"|"30449311"
4603|"510792"|"120818"|"30449269"
4603|"510791"|"120818"|"30449223"
4772|"510790"|"120818"|"30449186"
|"510788"|"120818"|"30449130"
1475|"510797"|"120817"|"30449489"
323|"510796"|"120817"|"30449443"
|"510795"|"120817"|"30449397"
661|"510794"|"120817"|"30449351"
|"510793"|"120817"|"30449310"
1475|"510792"|"120817"|"30449268"
1475|"510791"|"120817"|"30449222"
984|"510790"|"120817"|"30449185"
|"510788"|"120817"|"30449129"
459|"510797"|"120816"|"30449488"
14|"510796"|"120816"|"30449442"
|"510795"|"120816"|"30449396"
458|"510794"|"120816"|"30449350"
|"510793"|"120816"|"30449309"
459|"510792"|"120816"|"30449267"
459|"510791"|"120816"|"30449221"
472|"510789"|"120816"|"30449166"
|"510788"|"120816"|"30449128"
882|"510797"|"120815"|"30449487"
761|"510796"|"120815"|"30449441"
|"510795"|"120815"|"30449395"
156|"510794"|"120815"|"30449349"
882|"510792"|"120815"|"30449266"
882|"510791"|"120815"|"30449220"
917|"510790"|"120815"|"30449184"
|"510788"|"120815"|"30449127"
1721|"510797"|"120814"|"30449486"
196|"510796"|"120814"|"30449440"
|"510795"|"120814"|"30449394"
1567|"510794"|"120814"|"30449348"
|"510793"|"120814"|"30449308"
1721|"510792"|"120814"|"30449265"
1721|"510791"|"120814"|"30449219"
1763|"510790"|"120814"|"30449183"
|"510788"|"120814"|"30449126"
270|"510797"|"120813"|"30449485"
111|"510796"|"120813"|"30449439"
|"510795"|"120813"|"30449393"
104|"510794"|"120813"|"30449347"
270|"510792"|"120813"|"30449264"
270|"510791"|"120813"|"30449218"
215|"510790"|"120813"|"30449182"
|"510788"|"120813"|"30449125"
3021|"510797"|"120812"|"30449484"
114|"510796"|"120812"|"30449438"
17|"510795"|"120812"|"30449392"
3005|"510794"|"120812"|"30449346"
|"510793"|"120812"|"30449307"
3021|"510792"|"120812"|"30449263"
3021|"510791"|"120812"|"30449217"
3136|"510790"|"120812"|"30449181"
17|"510788"|"120812"|"30449124"
999|"510797"|"120811"|"30449483"
104|"510796"|"120811"|"30449437"
15|"510795"|"120811"|"30449391"
920|"510794"|"120811"|"30449345"
|"510793"|"120811"|"30449306"
999|"510792"|"120811"|"30449262"
999|"510791"|"120811"|"30449216"
1039|"510789"|"120811"|"30449165"
15|"510788"|"120811"|"30449123"
1231|"510797"|"120810"|"30449482"
981|"510796"|"120810"|"30449436"
|"510795"|"120810"|"30449390"
287|"510794"|"120810"|"30449344"
|"510793"|"120810"|"30449305"
1231|"510792"|"120810"|"30449261"
1231|"510791"|"120810"|"30449215"
1268|"510790"|"120810"|"30449180"
|"510788"|"120810"|"30449122"
8532|"510797"|"120809"|"30449481"
1561|"510796"|"120809"|"30449435"
83|"510795"|"120809"|"30449389"
6374|"510794"|"120809"|"30449343"
|"510793"|"120809"|"30449304"
8532|"510792"|"120809"|"30449260"
8532|"510791"|"120809"|"30449214"
8018|"510789"|"120809"|"30449164"
83|"510788"|"120809"|"30449121"
2058|"510797"|"120808"|"30449480"
326|"510796"|"120808"|"30449434"
36|"510795"|"120808"|"30449388"
1655|"510794"|"120808"|"30449342"
|"510793"|"120808"|"30449303"
2058|"510792"|"120808"|"30449259"
2058|"510791"|"120808"|"30449213"
2017|"510789"|"120808"|"30449163"
36|"510788"|"120808"|"30449120"
5917|"510797"|"120807"|"30449479"
1224|"510796"|"120807"|"30449433"
77|"510795"|"120807"|"30449387"
4553|"510794"|"120807"|"30449341"
|"510793"|"120807"|"30449302"
5917|"510792"|"120807"|"30449258"
5917|"510791"|"120807"|"30449212"
5854|"510789"|"120807"|"30449162"
77|"510788"|"120807"|"30449119"
2400|"510797"|"120806"|"30449478"
2272|"510796"|"120806"|"30449432"
73|"510795"|"120806"|"30449386"
157|"510794"|"120806"|"30449340"
|"510793"|"120806"|"30449301"
2400|"510792"|"120806"|"30449257"
2400|"510791"|"120806"|"30449211"
2502|"510789"|"120806"|"30449161"
73|"510788"|"120806"|"30449118"
20500|"510797"|"120805"|"30449477"
4993|"510796"|"120805"|"30449431"
111|"510795"|"120805"|"30449385"
12187|"510794"|"120805"|"30449339"
|"510793"|"120805"|"30449300"
20500|"510792"|"120805"|"30449256"
20500|"510791"|"120805"|"30449210"
17291|"510789"|"120805"|"30449160"
111|"510788"|"120805"|"30449117"
11036|"510797"|"120804"|"30449476"
1945|"510796"|"120804"|"30449430"
291|"510795"|"120804"|"30449384"
8515|"510794"|"120804"|"30449338"
|"510793"|"120804"|"30449299"
11036|"510792"|"120804"|"30449255"
11036|"510791"|"120804"|"30449209"
10751|"510789"|"120804"|"30449159"
291|"510788"|"120804"|"30449116"
3811|"510797"|"120803"|"30449475"
840|"510796"|"120803"|"30449429"
88|"510795"|"120803"|"30449383"
2930|"510794"|"120803"|"30449337"
|"510793"|"120803"|"30449298"
3811|"510792"|"120803"|"30449254"
3811|"510791"|"120803"|"30449208"
3858|"510789"|"120803"|"30449158"
88|"510788"|"120803"|"30449115"
704|"510797"|"120802"|"30449474"
104|"510796"|"120802"|"30449428"
|"510795"|"120802"|"30449382"
626|"510794"|"120802"|"30449336"
|"510793"|"120802"|"30449297"
704|"510792"|"120802"|"30449253"
704|"510791"|"120802"|"30449207"
730|"510789"|"120802"|"30449157"
|"510788"|"120802"|"30449114"
5297|"510797"|"120801"|"30449473"
1361|"510796"|"120801"|"30449427"
66|"510795"|"120801"|"30449381"
3116|"510794"|"120801"|"30449335"
|"510793"|"120801"|"30449296"
5297|"510792"|"120801"|"30449252"
5297|"510791"|"120801"|"30449206"
4543|"510789"|"120801"|"30449156"
66|"510788"|"120801"|"30449113"
1761|"510797"|"120800"|"30449472"
1608|"510796"|"120800"|"30449426"
|"510795"|"120800"|"30449380"
230|"510794"|"120800"|"30449334"
|"510793"|"120800"|"30449295"
1761|"510792"|"120800"|"30449251"
1761|"510791"|"120800"|"30449205"
1838|"510790"|"120800"|"30449179"
|"510788"|"120800"|"30449112"
1497|"510797"|"120799"|"30449471"
246|"510796"|"120799"|"30449425"
|"510795"|"120799"|"30449379"
586|"510794"|"120799"|"30449333"
|"510793"|"120799"|"30449294"
1497|"510792"|"120799"|"30449250"
1497|"510791"|"120799"|"30449204"
832|"510790"|"120799"|"30449178"
|"510788"|"120799"|"30449111"
25980|"510797"|"120798"|"30449470"
6797|"510796"|"120798"|"30449424"
704|"510795"|"120798"|"30449378"
15475|"510794"|"120798"|"30449332"
|"510793"|"120798"|"30449293"
25980|"510792"|"120798"|"30449249"
25980|"510791"|"120798"|"30449203"
22976|"510789"|"120798"|"30449155"
704|"510788"|"120798"|"30449110"
216|"510797"|"120797"|"30449469"
26|"510796"|"120797"|"30449423"
|"510795"|"120797"|"30449377"
192|"510794"|"120797"|"30449331"
|"510793"|"120797"|"30449292"
216|"510792"|"120797"|"30449248"
216|"510791"|"120797"|"30449202"
217|"510789"|"120797"|"30449154"
|"510788"|"120797"|"30449109"
824|"510797"|"120796"|"30449468"
65|"510796"|"120796"|"30449422"
|"510795"|"120796"|"30449376"
795|"510794"|"120796"|"30449330"
824|"510792"|"120796"|"30449247"
824|"510791"|"120796"|"30449201"
860|"510789"|"120796"|"30449153"
|"510788"|"120796"|"30449108"
1029|"510797"|"120795"|"30449467"
129|"510796"|"120795"|"30449421"
10|"510795"|"120795"|"30449375"
748|"510794"|"120795"|"30449329"
|"510793"|"120795"|"30449291"
1029|"510792"|"120795"|"30449246"
1029|"510791"|"120795"|"30449200"
887|"510789"|"120795"|"30449152"
10|"510788"|"120795"|"30449107"
1804|"510797"|"120794"|"30449466"
1582|"510796"|"120794"|"30449420"
|"510795"|"120794"|"30449374"
253|"510794"|"120794"|"30449328"
1804|"510792"|"120794"|"30449245"
1804|"510791"|"120794"|"30449199"
1826|"510790"|"120794"|"30449177"
|"510788"|"120794"|"30449106"
852|"510787"|"120831"|"30449096"
271|"510788"|"120831"|"30449142"
1972|"510789"|"120831"|"30449173"
2476|"510791"|"120831"|"30449235"
2476|"510792"|"120831"|"30449281"
|"510793"|"120831"|"30449320"
849|"510794"|"120831"|"30449364"
271|"510795"|"120831"|"30449410"
852|"510796"|"120831"|"30449456"
2476|"510797"|"120831"|"30449502"
|"510786"|"120832"|"30449051"
569|"510787"|"120832"|"30449097"
|"510788"|"120832"|"30449143"
569|"510790"|"120832"|"30449192"
554|"510791"|"120832"|"30449236"
554|"510792"|"120832"|"30449282"
|"510794"|"120832"|"30449365"
|"510795"|"120832"|"30449411"
569|"510796"|"120832"|"30449457"
554|"510797"|"120832"|"30449503"
23|"510786"|"120833"|"30449052"
30|"510787"|"120833"|"30449098"
|"510788"|"120833"|"30449144"
53|"510790"|"120833"|"30449193"
50|"510791"|"120833"|"30449237"
50|"510792"|"120833"|"30449283"
|"510793"|"120833"|"30449321"
23|"510794"|"120833"|"30449366"
|"510795"|"120833"|"30449412"
30|"510796"|"120833"|"30449458"
50|"510797"|"120833"|"30449504"
287|"510786"|"120834"|"30449053"
3005|"510787"|"120834"|"30449099"
|"510788"|"120834"|"30449145"
3292|"510790"|"120834"|"30449194"
3362|"510791"|"120834"|"30449238"
3362|"510792"|"120834"|"30449284"
|"510793"|"120834"|"30449322"
287|"510794"|"120834"|"30449367"
|"510795"|"120834"|"30449413"
3005|"510796"|"120834"|"30449459"
3362|"510797"|"120834"|"30449505"
949|"510786"|"120835"|"30449054"
831|"510787"|"120835"|"30449100"
|"510788"|"120835"|"30449146"
1780|"510790"|"120835"|"30449195"
2649|"510791"|"120835"|"30449239"
2649|"510792"|"120835"|"30449285"
|"510793"|"120835"|"30449323"
949|"510794"|"120835"|"30449368"
|"510795"|"120835"|"30449414"
831|"510796"|"120835"|"30449460"
2649|"510797"|"120835"|"30449506"
487|"510786"|"120836"|"30449055"
324|"510787"|"120836"|"30449101"
|"510788"|"120836"|"30449147"
811|"510790"|"120836"|"30449196"
1002|"510791"|"120836"|"30449240"
1002|"510792"|"120836"|"30449286"
|"510793"|"120836"|"30449324"
487|"510794"|"120836"|"30449369"
|"510795"|"120836"|"30449415"
324|"510796"|"120836"|"30449461"
1002|"510797"|"120836"|"30449507"
481|"510786"|"120837"|"30449056"
98|"510787"|"120837"|"30449102"
|"510788"|"120837"|"30449148"
579|"510789"|"120837"|"30449174"
593|"510791"|"120837"|"30449241"
593|"510792"|"120837"|"30449287"
481|"510794"|"120837"|"30449370"
|"510795"|"120837"|"30449416"
98|"510796"|"120837"|"30449462"
593|"510797"|"120837"|"30449508"
1482|"510786"|"120838"|"30449057"
264|"510787"|"120838"|"30449103"
|"510788"|"120838"|"30449149"
1746|"510790"|"120838"|"30449197"
1716|"510791"|"120838"|"30449242"
1716|"510792"|"120838"|"30449288"
|"510793"|"120838"|"30449325"
1482|"510794"|"120838"|"30449371"
|"510795"|"120838"|"30449417"
264|"510796"|"120838"|"30449463"
1716|"510797"|"120838"|"30449509"
21383|"510786"|"120839"|"30449058"
17224|"510787"|"120839"|"30449104"
12|"510788"|"120839"|"30449150"
37629|"510789"|"120839"|"30449175"
1000|"510790"|"120839"|"30449198"
46644|"510791"|"120839"|"30449243"
46644|"510792"|"120839"|"30449289"
|"510793"|"120839"|"30449326"
21383|"510794"|"120839"|"30449372"
12|"510795"|"120839"|"30449418"
17224|"510796"|"120839"|"30449464"
46644|"510797"|"120839"|"30449510"
