33080|"510774"|"119334"|"30447816"
33080|"510773"|"119334"|"30447784"
33080|"510772"|"119334"|"30447752"
33080|"510771"|"119334"|"30447720"
0|"510769"|"119334"|"30447687"
33080|"510768"|"119334"|"30447656"
33080|"510767"|"119334"|"30447624"
30770|"510774"|"119333"|"30447815"
30770|"510773"|"119333"|"30447783"
30770|"510772"|"119333"|"30447751"
30770|"510771"|"119333"|"30447719"
30770|"510769"|"119333"|"30447686"
30770|"510768"|"119333"|"30447655"
30770|"510767"|"119333"|"30447623"
790|"510774"|"119332"|"30447814"
790|"510773"|"119332"|"30447782"
790|"510772"|"119332"|"30447750"
790|"510771"|"119332"|"30447718"
790|"510769"|"119332"|"30447685"
790|"510768"|"119332"|"30447654"
790|"510767"|"119332"|"30447622"
11555|"510774"|"119331"|"30447813"
11555|"510773"|"119331"|"30447781"
11555|"510772"|"119331"|"30447749"
11555|"510771"|"119331"|"30447717"
11555|"510769"|"119331"|"30447684"
11555|"510768"|"119331"|"30447653"
11555|"510767"|"119331"|"30447621"
2020|"510774"|"119330"|"30447812"
2020|"510773"|"119330"|"30447780"
2020|"510772"|"119330"|"30447748"
2020|"510771"|"119330"|"30447716"
2020|"510769"|"119330"|"30447683"
2020|"510768"|"119330"|"30447652"
2020|"510767"|"119330"|"30447620"
3200|"510774"|"119329"|"30447811"
3200|"510773"|"119329"|"30447779"
3200|"510772"|"119329"|"30447747"
3200|"510771"|"119329"|"30447715"
3200|"510769"|"119329"|"30447682"
3200|"510768"|"119329"|"30447651"
3200|"510767"|"119329"|"30447619"
6110|"510774"|"119328"|"30447810"
6110|"510773"|"119328"|"30447778"
6110|"510772"|"119328"|"30447746"
6110|"510771"|"119328"|"30447714"
6110|"510769"|"119328"|"30447681"
6110|"510768"|"119328"|"30447650"
6110|"510767"|"119328"|"30447618"
2465|"510774"|"119327"|"30447809"
2465|"510773"|"119327"|"30447777"
2465|"510772"|"119327"|"30447745"
2465|"510771"|"119327"|"30447713"
2465|"510769"|"119327"|"30447680"
2465|"510768"|"119327"|"30447649"
2465|"510767"|"119327"|"30447617"
2730|"510774"|"119326"|"30447808"
2730|"510773"|"119326"|"30447776"
2730|"510772"|"119326"|"30447744"
2730|"510771"|"119326"|"30447712"
2730|"510769"|"119326"|"30447679"
2730|"510768"|"119326"|"30447648"
2730|"510767"|"119326"|"30447616"
14675|"510774"|"119325"|"30447807"
14675|"510773"|"119325"|"30447775"
14675|"510772"|"119325"|"30447743"
14675|"510771"|"119325"|"30447711"
14675|"510769"|"119325"|"30447678"
14675|"510768"|"119325"|"30447647"
14675|"510767"|"119325"|"30447615"
230|"510774"|"119324"|"30447806"
230|"510773"|"119324"|"30447774"
230|"510772"|"119324"|"30447742"
230|"510771"|"119324"|"30447710"
230|"510769"|"119324"|"30447677"
230|"510768"|"119324"|"30447646"
230|"510767"|"119324"|"30447614"
