"SCL"|No |Yes|"Sandy clay loam"|"65682871"|"132365679"
"SL"|No |No |"Sandy loam"|"65682835"|"132365545"
"FSL"|No |Yes|"Fine sandy loam"|"65682835"|"132365544"
"L"|No |No |"Loam"|"65682835"|"132365543"
"FSL"|No |Yes|"Fine sandy loam"|"65682797"|"132365422"
"L"|No |No |"Loam"|"65682797"|"132365421"
"SL"|No |No |"Sandy loam"|"65682797"|"132365420"
"C"|No |Yes|"Clay"|"65682823"|"132365504"
"SIC"|No |No |"Silty clay"|"65682823"|"132365503"
"CL"|No |No |"Clay loam"|"65682823"|"132365502"
"SICL"|No |No |"Silty clay loam"|"65682823"|"132365501"
"SCL"|No |Yes|"Sandy clay loam"|"65682957"|"132365991"
"CL"|No |No |"Clay loam"|"65682957"|"132365992"
"FSL"|No |No |"Fine sandy loam"|"65682957"|"132365993"
"SL"|No |No |"Sandy loam"|"65682957"|"132365994"
"LS"|No |No |"Loamy sand"|"65682860"|"132365639"
"LFS"|No |Yes|"Loamy fine sand"|"65682860"|"132365638"
"FS"|No |No |"Fine sand"|"65682860"|"132365637"
"LFS"|No |Yes|"Loamy fine sand"|"65682898"|"132365776"
"S"|No |No |"Sand"|"65682898"|"132365775"
"FS"|No |No |"Fine sand"|"65682898"|"132365774"
"LS"|No |No |"Loamy sand"|"65682898"|"132365773"
"L"|No |No |"Loam"|"65682922"|"132365859"
"FSL"|No |Yes|"Fine sandy loam"|"65682922"|"132365860"
"C"|No |No |"Clay"|"65682933"|"132365894"
"CL"|No |Yes|"Clay loam"|"65682933"|"132365895"
"SC"|No |No |"Sandy clay"|"65682933"|"132365896"
"SIC"|No |No |"Silty clay"|"65682933"|"132365897"
"FSL"|No |Yes|"Fine sandy loam"|"65682920"|"132365852"
"SL"|No |No |"Sandy loam"|"65682920"|"132365853"
"LS"|No |No |"Loamy sand"|"65682920"|"132365854"
"LFS"|No |No |"Loamy fine sand"|"65682920"|"132365855"
"C"|No |No |"Clay"|"65682817"|"132365485"
"SIC"|No |No |"Silty clay"|"65682817"|"132365484"
"CL"|No |Yes|"Clay loam"|"65682817"|"132365483"
"SICL"|No |No |"Silty clay loam"|"65682817"|"132365482"
"FSL"|No |Yes|"Fine sandy loam"|"65682911"|"132365814"
"VFSL"|No |No |"Very fine sandy loam"|"65682911"|"132365815"
"L"|No |No |"Loam"|"65682911"|"132365813"
"SL"|No |No |"Sandy loam"|"65682911"|"132365812"
"FSL"|No |Yes|"Fine sandy loam"|"65682955"|"132365982"
"S"|No |No |"Sand"|"65682955"|"132365983"
"LS"|No |No |"Loamy sand"|"65682955"|"132365984"
"SL"|No |No |"Sandy loam"|"65682955"|"132365985"
"SR- S C"|Yes|No |"Stratified sand to clay"|"65682955"|"132365986"
"MUCK"|No |Yes|"Muck"|"65682887"|"132365735"
"FS"|No |Yes|"Fine sand"|"65682815"|"132365479"
"FSL"|No |No |"Fine sandy loam"|"65682867"|"132365668"
"CL"|No |No |"Clay loam"|"65682867"|"132365667"
"L"|No |No |"Loam"|"65682867"|"132365666"
"SCL"|No |Yes|"Sandy clay loam"|"65682867"|"132365665"
"L"|No |No |"Loam"|"65682839"|"132365558"
"SCL"|No |No |"Sandy clay loam"|"65682839"|"132365557"
"FSL"|No |Yes|"Fine sandy loam"|"65682839"|"132365556"
"MK-SIC"|No |No |"Mucky silty clay"|"65682846"|"132365587"
"S"|No |No |"Sand"|"65682846"|"132365586"
"C"|No |No |"Clay"|"65682846"|"132365585"
"SIC"|No |Yes|"Silty clay"|"65682846"|"132365584"
"FSL"|No |No |"Fine sandy loam"|"65682828"|"132365521"
"L"|No |No |"Loam"|"65682828"|"132365520"
"SCL"|No |No |"Sandy clay loam"|"65682828"|"132365519"
"SL"|No |Yes|"Sandy loam"|"65682828"|"132365518"
"MUCK"|No |Yes|"Muck"|"65682804"|"132365444"
"L"|No |No |"Loam"|"65682859"|"132365636"
"SCL"|No |No |"Sandy clay loam"|"65682859"|"132365635"
"FSL"|No |Yes|"Fine sandy loam"|"65682859"|"132365634"
"CL"|No |No |"Clay loam"|"65682880"|"132365713"
"SCL"|No |Yes|"Sandy clay loam"|"65682880"|"132365712"
"FSL"|No |No |"Fine sandy loam"|"65682880"|"132365711"
"L"|No |No |"Loam"|"65682880"|"132365710"
"MK-VFSL"|No |No |"Mucky very fine sandy loam"|"65682806"|"132365452"
"MK-SIL"|No |No |"Mucky silt loam"|"65682806"|"132365451"
"SL"|No |No |"Sandy loam"|"65682806"|"132365450"
"VFSL"|No |Yes|"Very fine sandy loam"|"65682806"|"132365449"
"MUCK"|No |Yes|"Muck"|"65682909"|"132365807"
"LFS"|No |Yes|"Loamy fine sand"|"65682878"|"132365707"
"S"|No |No |"Sand"|"65682878"|"132365706"
"FS"|No |No |"Fine sand"|"65682878"|"132365705"
"LS"|No |No |"Loamy sand"|"65682878"|"132365704"
"L"|No |No |"Loam"|"65682826"|"132365514"
"SIL"|No |Yes|"Silt loam"|"65682826"|"132365513"
"VFSL"|No |No |"Very fine sandy loam"|"65682848"|"132365595"
"FSL"|No |Yes|"Fine sandy loam"|"65682848"|"132365594"
"L"|No |No |"Loam"|"65682848"|"132365593"
"SL"|No |No |"Sandy loam"|"65682848"|"132365592"
"SIC"|No |No |"Silty clay"|"65682869"|"132365675"
"SC"|No |No |"Sandy clay"|"65682869"|"132365674"
"CL"|No |Yes|"Clay loam"|"65682869"|"132365673"
"C"|No |No |"Clay"|"65682869"|"132365672"
"LFS"|No |No |"Loamy fine sand"|"65682890"|"132365748"
"FSL"|No |Yes|"Fine sandy loam"|"65682890"|"132365747"
"L"|No |No |"Loam"|"65682890"|"132365746"
"SL"|No |No |"Sandy loam"|"65682890"|"132365745"
"LS"|No |No |"Loamy sand"|"65682890"|"132365744"
"FSL"|No |No |"Fine sandy loam"|"65682868"|"132365671"
"L"|No |No |"Loam"|"65682868"|"132365670"
"SIL"|No |Yes|"Silt loam"|"65682868"|"132365669"
"SCL"|No |No |"Sandy clay loam"|"65682954"|"132365976"
"SC"|No |No |"Sandy clay"|"65682954"|"132365977"
"CL"|No |No |"Clay loam"|"65682954"|"132365978"
"C"|No |Yes|"Clay"|"65682954"|"132365979"
"SIC"|No |No |"Silty clay"|"65682954"|"132365980"
"SICL"|No |No |"Silty clay loam"|"65682954"|"132365981"
"L"|No |No |"Loam"|"65682941"|"132365922"
"FSL"|No |Yes|"Fine sandy loam"|"65682941"|"132365923"
"SL"|No |No |"Sandy loam"|"65682941"|"132365924"
"FSL"|No |Yes|"Fine sandy loam"|"65682837"|"132365551"
"L"|No |No |"Loam"|"65682837"|"132365550"
"FSL"|No |Yes|"Fine sandy loam"|"65682857"|"132365629"
"L"|No |No |"Loam"|"65682857"|"132365628"
"FSL"|No |Yes|"Fine sandy loam"|"65682879"|"132365709"
"L"|No |No |"Loam"|"65682879"|"132365708"
"SR- S C"|Yes|No |"Stratified sand to clay"|"65682931"|"132365889"
"LS"|No |Yes|"Loamy sand"|"65682931"|"132365890"
"LS"|No |No |"Loamy sand"|"65682942"|"132365925"
"FS"|No |No |"Fine sand"|"65682942"|"132365926"
"S"|No |No |"Sand"|"65682942"|"132365927"
"LFS"|No |Yes|"Loamy fine sand"|"65682942"|"132365928"
"CL"|No |No |"Clay loam"|"65682858"|"132365633"
"SCL"|No |Yes|"Sandy clay loam"|"65682858"|"132365632"
"FSL"|No |No |"Fine sandy loam"|"65682858"|"132365631"
"L"|No |No |"Loam"|"65682858"|"132365630"
"MK-VFSL"|No |No |"Mucky very fine sandy loam"|"65682847"|"132365591"
"MK-SIL"|No |No |"Mucky silt loam"|"65682847"|"132365590"
"SL"|No |No |"Sandy loam"|"65682847"|"132365589"
"VFSL"|No |Yes|"Very fine sandy loam"|"65682847"|"132365588"
"SCL"|No |No |"Sandy clay loam"|"65682958"|"132365995"
"SL"|No |Yes|"Sandy loam"|"65682958"|"132365996"
"CL"|No |No |"Clay loam"|"65682958"|"132365997"
"MK-VFSL"|No |No |"Mucky very fine sandy loam"|"65682889"|"132365743"
"MK-SIL"|No |No |"Mucky silt loam"|"65682889"|"132365742"
"SL"|No |No |"Sandy loam"|"65682889"|"132365741"
"VFSL"|No |Yes|"Very fine sandy loam"|"65682889"|"132365740"
"L"|No |No |"Loam"|"65682921"|"132365856"
"FSL"|No |Yes|"Fine sandy loam"|"65682921"|"132365857"
"SL"|No |No |"Sandy loam"|"65682921"|"132365858"
"SL"|No |No |"Sandy loam"|"65682900"|"132365781"
"L"|No |Yes|"Loam"|"65682900"|"132365780"
"MK-SIL"|No |No |"Mucky silt loam"|"65682900"|"132365779"
