2440|"505511"|"122403"|"30138551"
312|"505510"|"122403"|"30138513"
5771|"505509"|"122403"|"30138546"
1773|"505508"|"122403"|"30138547"
4119|"505507"|"122403"|"30138548"
169|"505507"|"122463"|"30138724"
4600|"505508"|"122463"|"30138723"
|"505509"|"122463"|"30138722"
|"505510"|"122463"|"30138542"
|"505511"|"122463"|"30138727"
4769|"505512"|"122463"|"30138726"
4769|"505517"|"122463"|"30138725"
|"505507"|"122464"|"30138730"
1009|"505508"|"122464"|"30138729"
|"505509"|"122464"|"30138728"
|"505510"|"122464"|"30138543"
|"505511"|"122464"|"30138733"
1009|"505512"|"122464"|"30138732"
1009|"505517"|"122464"|"30138731"
|"505507"|"122467"|"30138736"
5|"505508"|"122467"|"30138735"
|"505509"|"122467"|"30138734"
|"505510"|"122467"|"30138544"
|"505511"|"122467"|"30138739"
5|"505512"|"122467"|"30138738"
5|"505517"|"122467"|"30138737"
10833|"505507"|"122468"|"30138742"
41044|"505508"|"122468"|"30138741"
10467|"505509"|"122468"|"30138740"
5330|"505510"|"122468"|"30138545"
15876|"505511"|"122468"|"30138746"
16945|"505512"|"122468"|"30138745"
66600|"505513"|"122468"|"30138744"
83545|"505517"|"122468"|"30138743"
